Service name,Service type,Sub-type,Address line 1,Address line 2,Town,Postcode,Local authority,Phone,Email,Registered places,Operator (Provider),Operator's total sites,Company number,CIW approved services (provider),Responsible individual,Registered manager,Operating language,Provider registered,CIW service URN,Latitude,Longitude
Woodcroft Care Home Ltd,Care Home Service,Adults Without Nursing,Woodcroft Care Home,216 Abergele Road Old Colwyn,Colwyn Bay,LL29 8AS,Conwy,01492515763,woodcroftcare@aol.com,22,WOODCROFT CARE HOME LTD,1,04734407,1,Andrew Snook,,English,2018-08-31,SIN-00009210-KYCX,53.2893,-3.709098
Ymddiriedolaeth Gofalwyr Gogledd Cymru Gwasanaethau Gofal Croesffyrdd Carers trust North Wales Crossroads Care Services,Domiciliary Support Service,,Carers Trust N W,Quinton Hazell Enterprise Parc,Colwyn Bay,LL28 5BS,Conwy,01492542212,northwales@nwcrossroads.org.uk,0,Ymddiriedolaeth Gofalwyr Gogledd Cymru-Gwasanaethau Gofal Croesffyrdd Carers Trust North Wales-Crossroads Care Services,2,06205600,2,Alison Jones,,,2019-01-16,SIN-00010259-DPWQ,53.298651,-3.763313
Abbey Dingle Care Home,Care Home Service,Adults Without Nursing,Abbey Dingle Care Home,Abbey Road,Llangollen,LL20 8DT,Denbighshire,01978860432,carol202@btinternet.com,18,Abbey Dingle Nursing Homes Ltd,1,02188242,1,Carol Mascarenhas,,English,2020-02-28,SIN-00009740-JKVC,52.986751,-3.18706
Accredilink Community Response Taskforce,Domiciliary Support Service,,7 Mwrog Street,,Ruthin,LL15 1LB,Denbighshire,01824538688,info@accredilink.org,0,Accredilink Community Response Taskforce CYF,1,12554125,1,Michael Bohanna,,,2022-05-18,SIN-00012906-HBXR,53.112103,-3.317666
Beach Court Care Home,Care Home Service,Adults Without Nursing,Beach Court Care Home,35-39,Prestatyn,LL19 7LL,Denbighshire,01745854198,beachcourtcare@gmail.com,32,Rebba Care Ltd,1,05845380,1,Elin Reeve,,English,2018-07-11,SIN-00009073-JXKS,53.341072,-3.415439
Belmont House,Care Home Service,Adults Without Nursing,65 Russell Road,,Rhyl,LL18 3DH,Denbighshire,07788636062,belmonthouse@aracare.co.uk,12,ARA CARE BELMONT HOUSE LTD,1,13677695,1,Ashok Ramchandran,,English,2023-12-12,SIN-00014272-JLBX,53.32324,-3.486091
Blenheim,Care Home Service,Adults Without Nursing,9 River Street,,Rhyl,LL18 1PY,Denbighshire,01745351159,paul.wilkinson@alliancecare.org.uk,6,Alliance Care and Support Limited,2,04679682,1,Paul Wilkinson,,English,2019-06-03,SIN-00010069-JGVW,53.317715,-3.49806
Bron Haul Care Home,Care Home Service,Adults Without Nursing,Bron Haul Residential Home,41-43,Rhyl,LL18 3HL,Denbighshire,01745 353730,skycarewalesltd@gmail.com,37,Sky Care North Wales ltd,1,13951603,1,Aleem Choudhry,,English,2022-08-26,SIN-00013086-FRPV,53.322108,-3.483905
Bron y Nant,Care Home Service,Adults Without Nursing,Bron Y Nant,Dinerth Road,Colwyn Bay,LL28 4YL,Denbighshire,01492 576671,disabilityrespite@conwy.gov.uk,8,Conwy County Borough Council Adults and Children's Services,3,,1,Annette Dean,,English,2018-11-29,SIN-00013815-XYHS,53.298391,-3.757795
Bryn Estyn,Care Home Service,Adults Without Nursing,Bryn Estyn Residential Home,85 Russell Road,Rhyl,LL18 3DS,Denbighshire,01745353772,brynestyn85@mail.com,24,Moore & Moore Care Ltd,2,12358848,2,Bruce Moore,,English,2020-11-25,SIN-00013196-MKKR,53.324231,-3.483033
Chriskepa Limited,Domiciliary Support Service,,9a Birch House Business Centre,Hen Lon Parcwr,Ruthin,LL15 1NA,Denbighshire,07473900631,cmufushwa@googlemail.com,0,CHRISKEPA LTD,1,08595752,1,Christina Mufushwa,,,2025-09-22,SIN-00015744-DHMP,53.118989,-3.312826
Dyserth Care,Care Home Service,Adults Without Nursing,The Old Manor,Waterfall Road Dyserth,Rhyl,LL18 6DB,Denbighshire,01745570286,dyserthcare@outlook.com,26,Mair  Goddard,1,,1,Mair Goddard,,English,,SIN-00011081-MYKQ,53.304989,-3.419108
Evolving Care Ltd,Domiciliary Support Service,,110 High Street,,Prestatyn,LL19 9BH,Denbighshire,01745421885,cvickers@evolvingcare.co.uk,0,Evolving Care Limited,1,08075731,1,Carol Vickers,,English,2025-04-10,SIN-00015277-QPGX,53.334115,-3.403885
FTG Care and Consultancy Services Limited,Domiciliary Support Service,,26 Park Road,,Ruthin,LL15 1NB,Denbighshire,07769768865,info@ftgcare.co.uk,0,FTG Care and Consultancy Services Limited,1,14143061,1,Edmund Gaisie,,,2025-06-02,SIN-00015481-HRDW,53.114543,-3.314902
Grange Residential Care Limited,Care Home Service,Adults Without Nursing,The Grange,The Roe,St. Asaph,LL17 0LU,Denbighshire,01745585633,paddy@grangeresidentialcare.co.uk,12,Grange Residential Care Limited,1,03294494,1,Patrick Taylor,,English,2018-07-11,SIN-00008751-VLSD,53.258178,-3.449894
Hafod Y Green,Care Home Service,Adults With Nursing,Hafod Y Green Nursing Home,Trefnant,Denbigh,LL16 4UN,Denbighshire,01745730555,hafodmanager@select-group.co.uk,34,Hafod Y Green Care Limited,1,04903407,1,Brett Bernard,,English,2024-08-28,SIN-00014862-KKBF,53.22688,-3.418905
Highbury Support Services LTD,Domiciliary Support Service,,Highbury Support Services Ltd,212 High Street,Prestatyn,LL19 9BP,Denbighshire,01745886547,nicky.a@highburyservices.com,0,Highbury Support Services LTD,1,11348395,1,Paula Modiak,,English,2018-08-29,SIN-00009198-SCXK,53.332418,-3.401472
Hillside View,Care Home Service,Adults Without Nursing,Hillside View,Highfield Park,Denbigh,LL16 4LU,Denbighshire,01824572035,Hello@mhc-uk.com,2,Mental Health Care  (Highfield Park) Limited,13,02717850,2,Shaun Jones,,English,2018-12-19,SIN-00014882-JRLP,53.184661,-3.318289
K L Care Limited,Domiciliary Support Service,,10 Bastion Road,,Prestatyn,LL19 7ES,Denbighshire,07553344390,enquiries@klcare.co.uk,0,K L CARE LIMITED,1,06335141,1,Karen Wylie,,English,2019-05-01,SIN-00010250-PCSJ,53.337084,-3.407542
Llys Meddyg,Care Home Service,Adults With Nursing,Llys Meddyg,4 Station Road,Denbigh,LL16 3DA,Denbighshire,01745813944,ffion@llysteg.co.uk,18,John Roberts,3,,3,John Roberts,,,,SIN-00009494-MGVK,53.186896,-3.413424
Llys Nant,Care Home Service,Adults Without Nursing,Llys Nant,27 Park Street,Denbigh,LL16 3DE,Denbighshire,07467956000,ffion@llysteg.co.uk,6,John Roberts,3,,1,John Roberts,,English,,SIN-00009492-RPXD,53.185732,-3.412233
Maes Teg,Care Home Service,Adults Without Nursing,Maesteg,Park Street,Denbigh,LL16 3DE,Denbighshire,07467956000,ffion@llysteg.co.uk,5,John Roberts,3,,2,John Roberts,,,,SIN-00009493-BKPB,53.185732,-3.412233
Norcot,Care Home Service,Adults Without Nursing,17 Palace Avenue,,Rhyl,LL18 1HS,Denbighshire,01745 354209,paul.wilkinson@alliancecare.org.uk,8,Alliance Care and Support Limited,2,04679682,2,Paul Wilkinson,,English,2019-06-03,SIN-00010070-CDQV,53.316809,-3.500009
Options Llys-y-Delyn,Care Home Service,Adults Without Nursing,Llys Y Delyn,,St. Asaph,LL17 0AL,Denbighshire,01745562570,matthew.thomas@achievetogether.co.uk,4,OA2 ADULTS LIMITED,5,04228353,1,rachael Hawkins,,English,2024-09-13,SIN-00014985-JHWJ,53.269665,-3.409585
Plas Eleri Nursing Home Denbigh Care Group Ltd,Care Home Service,Adults With Nursing,Plas Eleri Care Home,Rhyl Road,Denbigh,LL16 5SU,Denbighshire,01745814613,manager@plaseleri.co.uk,34,Denbigh Care Group Limited,1,11724607,1,Jeanette Willis,,,2023-09-06,SIN-00014141-LLHJ,53.191628,-3.409329
Plas Gwyn Nursing Home,Care Home Service,Adults With Nursing,Llanychan,,Ruthin,LL15 1TY,Denbighshire,01824702776,plasgwynnursinghome@gmail.com,30,Amrit Pelladoah,1,,1,Amrit Pelladoah,,,,SIN-00009716-GDJJ,53.140714,-3.309018
Q care and special care limited,Domiciliary Support Service,,2b,Sandy Lane,Prestatyn,LL19 7SG,Denbighshire,01745 851310,sian@qcare.org.uk,0,Q Care & Special Care Ltd,1,04706231,1,,,English,2018-10-19,SIN-00010266-WMTY,53.336677,-3.408445
Safe hands Respite Hotel,Care Home Service,Adults Without Nursing,The Old Rectory,Henllan Road,Denbigh,LL16 5UF,Denbighshire,07444716876,newcombeellen2@gmail.com,4,Ellen Newcombe,1,,1,Ellen Newcombe,,,,SIN-00015722-KBHX,53.224036,-3.42293
Sandford,Care Home Service,Adults Without Nursing,50 Gronant Road,,Prestatyn,LL19 9ND,Denbighshire,01745855193,sandford@pearlcare.co.uk,40,Pearlcare(Sandford)Ltd,1,06308806,1,Daniel Markovic,,,2019-05-02,SIN-00010649-YNWP,53.335393,-3.394556
Skyline Care Ltd,Domiciliary Support Service,,22-24,Queens Walk,Rhyl,LL18 3NG,Denbighshire,01745353483,admin@balmoralcare.com,0,Skyline Care Ltd,5,10861664,1,Richard Frimpong,,English,2018-06-13,SIN-00015226-DNVC,53.324113,-3.480972
St Chamond's,Care Home Service,Adults With Nursing,St. Chamonds Care Home,Hillside,Prestatyn,LL19 9PW,Denbighshire,01745854130,admin@stchamonds.co.uk,20,St Chamond's,1,,1,Cineto Mascarenhas,,English,2019-02-15,SIN-00009741-GTYC,53.328282,-3.393813
Sunrise Enablement,Domiciliary Support Service,,The Malthouse,Regent Street,Llangollen,LL20 8HS,Denbighshire,03335770744,info@sunriseenablement.co.uk,0,Sunrise Enablement,1,13299485,1,Victoria Maruta,,English,2024-03-13,SIN-00014233-FHVK,52.968317,-3.165708
Tapera Healthcare Limited Gwent,Domiciliary Support Service,,5 High Street,Rhuddlan,Rhyl,LL18 2UB,Denbighshire,07904817447,elizabeth@etaperahc.co.uk,0,Tapera healthcare limited,1,13455872,1,Elizabeth Tapera,,English,2025-08-28,SIN-00015709-HYPK,53.290958,-3.467222
The Headlands Nursing Home,Care Home Service,Adults With Nursing,The Headlands Nursing Home,Tower Road,Llangollen,LL20 8TE,Denbighshire,01978861592,rl@carehomegroup.uk,28,Deevale Healthcare Limited,1,06101452,1,Nadarajah Pragashparan,,,2019-05-24,SIN-00009156-LQHB,52.977227,-3.17752
The Nash Residential Home,Care Home Service,Adults Without Nursing,The Nash Residential Home,10-12,Rhyl,LL18 3NB,Denbighshire,01745351598,RL@carehomegroup.uk,31,NASH CORPORATE SERVICES LIMITED,1,06570812,1,Nadarajah Pragashparan,,,2019-05-10,SIN-00009075-FDGR,53.323748,-3.482866
The Old Deanery,Care Home Service,Adults Without Nursing,The Olde Deanery Rest Home,Deans Walk,St. Asaph,LL17 0NE,Denbighshire,01745584109,theolddeanery@aol.com,23,the old deanery ltd,1,04589022,1,Barry Mahon,,English,2018-08-17,SIN-00008989-NWJH,53.256133,-3.450229
Thorough Care Corporation Ltd,Domiciliary Support Service,,Unit 5 Ffordd Celyn,Pac Business Lon,Ruthin,LL15 1NJ,Denbighshire,07400262960,thoroughcare@outlook.com,0,Thorough care Corporation Ltd,1,10164572,1,Kearabiloe Nkomo,,English,2025-07-22,SIN-00015633-FNSR,53.120241,-3.309323
Trosnant Residential Home,Care Home Service,Adults Without Nursing,Park Road,,Ruthin,LL15 1NB,Denbighshire,01824719247,admin@trosnantcarehome.co.uk,12,Anna Jones,1,,1,Anna Jones,,,,SIN-00008860-TDPC,53.114543,-3.314902
Vale Senior Care Ltd.,Domiciliary Support Service,,Upper Office,5 Corporation Buildings,Denbigh,LL16 3TE,Denbighshire,01745814370,office@valeseniorcare.co.uk,0,Vale Senior Care Limited,1,10975389,1,Emma Murray,,English,2018-08-29,SIN-00009128-JBVV,53.183743,-3.419965
Vale View Residential Care Home,Care Home Service,Adults Without Nursing,Vale View Nursing Home,55 Vale Street,Denbigh,LL16 3AP,Denbighshire,01745812044,valeviewltd@gmail.com,10,Vale View Ltd,1,09040507,1,Suresh Mahadeo,,English,2019-04-15,SIN-00010662-NMQQ,53.185028,-3.416296
4Most healthcare limited,Domiciliary Support Service,,2 Cae Hir,,Flint,CH6 5UB,Flintshire,07828051910,info@4mosthealthcare.com,0,4Most Healthcare Limited,1,15209101,1,Rekha Pandalil Thankachan,,English,2025-11-12,SIN-00015523-PMQP,53.242637,-3.128015
Allerton Lodge,Care Home Service,Adults Without Nursing,Allerton Cottage,Naid Y March,Holywell,CH8 8LG,Flintshire,01352710635,Rl@carehomegroup.uk,19,Deen Care Limited,1,04815808,1,Nadarajah Pragashparan,,,2019-05-10,SIN-00009068-WQQG,53.267571,-3.249122
Bistre Nursing Home,Care Home Service,Adults With Nursing,Bistre Nursing Home,Mold Road,Buckley,CH7 2NH,Flintshire,01244550644,manager@bistrecarehome.co.uk,32,Bistre Care Homes Limited,1,03152571,1,Moira Jones,,English,2019-04-12,SIN-00009056-CRRD,53.168058,-3.089707
Bryn Yr Haul,Care Home Service,Adults With Nursing,Bryn Yr Haul,Rhydygaled,Mold,CH7 6QG,Flintshire,01352755531,brynyrhaul@rosewoodhealthcaregroup.co.uk,36,Willowtree Healthcare limited,2,09630183,2,James Bradford,,English,2019-02-15,SIN-00009185-NYYR,53.176316,-3.133441
Chestnut House Care Home,Care Home Service,Adults Without Nursing,Chestnut House Nursing Home,Hawarden Road Hope,Wrexham,LL12 9NH,Flintshire,01978760752,manager@chestnuthousecarehome.co.uk,41,Chestnut House Nursing Home Limited,1,03329392,1,Moira Jones,,English,2019-02-13,SIN-00008896-SJGG,53.118923,-3.032162
Clock House Residential,Care Home Service,Adults Without Nursing,Coast Road,,Holywell,CH8 9DZ,Flintshire,07794459936,benroberts@astarsupportservices.co.uk,17,Clock House Residential Limited,1,11566500,1,Benjamin Roberts,,English,2019-11-01,SIN-00010915-LXVP,53.305969,-3.248741
Clocktower Enterprises CIC limited,Domiciliary Support Service,,The Clock Tower,Coast Road Mostyn,Holywell,CH8 9DZ,Flintshire,01745 561602,jb_clocktower@hotmail.com,0,Clocktower Enterprises C.I.C.,1,,1,James Beresford,,English,2023-04-03,SIN-00013580-KCXD,53.305969,-3.248741
Croes Atti,Care Home Service,Adults Without Nursing,Croes Atti Residential Home,Prince Of Wales Avenue,Flint,CH6 5JU,Flintshire,01352733598,mark.holt@flintshire.gov.uk,31,Flintshire County Council Adults and Children's Services,7,,8,,,,2019-04-05,SIN-00009530-FVXD,53.242695,-3.126653
Deecare Ltd,Domiciliary Support Service,,Unit 5,Pendle Court,Deeside,CH5 1QJ,Flintshire,01244821050,admin@deecare.co.uk,0,Deecare LTD,1,04990032,1,Stephen O'Brien,,English,2019-02-13,SIN-00010357-CWVF,53.211303,-3.032569
Enhanced Community Residential Service,Domiciliary Support Service,,Unit 14,Mold Business Park Wrexham Road,Mold,CH7 1XP,Flintshire,03000859335,bcu.qualityassurance@wales.nhs.uk,16,Betsi Cadwaldr University Health Board,1,,1,Joanne Kendrick,,English,2019-05-31,SIN-00011000-BDJN,53.156028,-3.132398
Estuary Gardens,Care Home Service,Adults Without Nursing,Estuary Gardens,Welsh Road,Deeside,CH5 2TG,Flintshire,01512942618,estuarygardens.mgr@crystalcarecollection.co.uk,66,Crystal Care Homes Deeside Limited,1,15510259,1,Maria Taylor,,English,2025-10-29,SIN-00015740-CLSG,53.220402,-3.002788
Janet Roberts Care Agency,Domiciliary Support Service,,Greenfield Business Centre,Greenfield Road,Holywell,CH8 7GR,Flintshire,01352715627,info@janetrobertscareagency.co.uk,0,Janet Roberts Care Agency,1,,1,Nicola Griffiths,,English,2019-01-22,SIN-00010020-KBMJ,53.288889,-3.208624
Lexham Green Care Home,Care Home Service,Adults Without Nursing,Lexham Green Rest Home,50 Brunswick Road,Buckley,CH7 2EP,Flintshire,01244547019,jaynelouise1@live.co.uk,28,Lexham Green Limited,1,04759085,1,Jayne Griffiths,,,2018-08-01,SIN-00008874-JGCT,53.167288,-3.072604
My Crew Healthcare,Domiciliary Support Service,,Office 1,"Winston House,","Mold,",CH7 1BQ,Flintshire,03300436745,info@mycrewhealthcare.co.uk,0,My Crew Healthcare Limited,1,12549761,1,Nomathemba Nyoni,,English,2025-09-03,SIN-00015653-ZPGF,53.168504,-3.142869
Options Pen-Y-Bryn,Care Home Service,Adults Without Nursing,Bryn Celyn,,Holywell,CH8 7QF,Flintshire,03300021823,rachael.hawkins@achievetogether.co.uk,4,OA2 ADULTS LIMITED,5,04228353,3,Rachael Hawkins,,English,2024-09-13,SIN-00014987-TNQG,53.281828,-3.218699
Options Phoenix House,Care Home Service,Adults Without Nursing,Bryn Celyn,,Holywell,CH8 7QF,Flintshire,01352716082,rachael.hawkins@achievetogether.co.uk,4,OA2 ADULTS LIMITED,5,04228353,2,Rachael Hawkins,,English,2024-09-13,SIN-00014986-LHVC,53.281828,-3.218699
Phoenix House,Care Home Service,Adults Without Nursing,Phoenix House,Phoenix Street Sandycroft,Deeside,CH5 2PD,Flintshire,01244535333,manager@phoenixhouse-sandycroft.co.uk,23,KM KAYANI LIMITED,1,15261160,1,Kamran Kayani,,English,2024-07-17,SIN-00014661-YDFH,53.196592,-3.000391
Sycamore Lodge Residential Care Home,Care Home Service,Adults Without Nursing,Sycamore Lodge Residential Home,110 Wood Lane Hawarden,Deeside,CH5 3JE,Flintshire,01244533769,campval769@aol.com,16,Sycamore Lodge (North Wales) Ltd,1,04412213,1,Valerie Campbell,,English,2018-11-27,SIN-00008998-BQLG,53.186636,-3.05212
The Cottage Nursing Home,Care Home Service,Adults With Nursing,54 Hendy Road,,Mold,CH7 1QS,Flintshire,01352 250228,manager.cottage@rosewoodhealthcaregroup.co.uk,47,Willowtree Healthcare limited,2,09630183,1,Sandeep Gupta,,,2019-02-15,SIN-00014641-KFNR,53.163916,-3.152485
Ty Croes Atti,Care Home Service,Adults Without Nursing,2 Cornist Road,,Flint,CH6 5HG,Flintshire,07585981381,mark.holt@flintshire.gov.uk,56,Flintshire County Council Adults and Children's Services,7,,6,Mark Holt,,,2019-04-05,SIN-00015835-XKPV,53.245789,-3.142486
Ty Golff,Care Home Service,Adults Without Nursing,New Options Holywell School,Kinsale Hall,Holywell,CH8 9DX,Flintshire,01745562500,matthew.thomas@achievetogether.co.uk,4,OA2 ADULTS LIMITED,5,04228353,5,rachael Hawkins,,English,2024-09-13,SIN-00014991-MLCJ,53.300793,-3.232999
Wellfield Rest Home,Care Home Service,Adults Without Nursing,Wellfield Rest Home,1 Wood Lane Hawarden,Deeside,CH5 3JD,Flintshire,01244536465,manager.wellfield@pearlcare.co.uk,30,Pearlcare(Wellfield)Ltd,1,05543019,1,Daniel Markovic,,,2019-05-29,SIN-00009118-FYPJ,53.188142,-3.046485
Wepre Villa Homecare Ltd,Domiciliary Support Service,,Wepre Villa Homecare Ltd,Holywell Road Ewloe,Deeside,CH5 3BS,Flintshire,01244537733,wepre@beloved-homecare.co.uk,0,Wepre Villa Homecare Ltd,1,04866021,1,Rachael Stokes,,English,2018-06-11,SIN-00008646-CVRQ,53.193754,-3.056321
Kind Tailored Care Ltd (Cardiff and Vale),Domiciliary Support Service,,Office 1,Old Ferry Inn Business Centre,Chepstow,NP16 7HH,Forest of Dean,07714287016,kindtailoredcareltd@outlook.com,0,Kind Tailored Care Ltd,2,13221000,2,Sophie Pinder,,English,2021-08-04,SIN-00013889-HLPF,51.613176,-2.648217
Abacare Bangor Branch,Domiciliary Support Service,,Abacare Care Agency Ltd,Unit 9 Llys Onnen,Bangor,LL57 4DF,Gwynedd,01248677919,Bangorjobs@abacare.org.uk,0,Abacaredig Holdings Ltd,5,08612949,2,Nadia Klaaste,,,2019-01-15,SIN-00010484-RXMS,53.206991,-4.179795
Achieve together Ltd - DSS North Wales,Domiciliary Support Service,,Cerrig Cornel,,Tywyn,LL36 9SA,Gwynedd,01654711801,simon.moore@achievetogether.co.uk,0,Achieve together Ltd,17,03153442,13,rachael Hawkins,,English,2019-01-17,SIN-00009096-VDVD,52.622429,-4.071509
Anheddau Cyf,Domiciliary Support Service,,Anheddau Cyf,Unit 6 Llys Britannia,Bangor,LL57 4BN,Gwynedd,01248675910,sscwinfo@anheddau.co.uk,0,Anheddau Cyf,1,02380151,1,Claire Higgins,,,2019-07-26,SIN-00010261-CRFK,53.204945,-4.178628
Bryn Awelon Care Home Limited,Care Home Service,Adults With Nursing,Bryn Awelon Nursing Home,Lon Fel,Criccieth,LL52 0LN,Gwynedd,01766522464,info@brynawelon.com,28,BRYN AWELON CARE HOME LIMITED,1,02925977,1,Selim Thomas,,English,2019-04-23,SIN-00009481-WQDG,52.922734,-4.240747
Bryn Blodau,Care Home Service,Adults Without Nursing,Bryn Blodau Residential Home,Ffestiniog,Blaenau Ffestiniog,LL41 4LW,Gwynedd,01766762621,sharonkeywood@gwynedd.llyw.cymru,41,Gwynedd Council Adults and Children's Services,15,,2,Rhion Glyn,,,2019-08-16,SIN-00011172-HGBJ,52.960047,-3.934228
Bryn Meddyg Care Home Ltd,Care Home Service,Adults Without Nursing,Bryn Meddyg,,Caernarfon,LL54 5AG,Gwynedd,01758750693,brynmeddygcarehomeltd@gmail.com,34,BRYN MEDDYG CARE HOME LTD,1,05995330,1,Iona Rogers,,,2019-05-20,SIN-00009728-HPGS,52.973769,-4.401808
Cefn Rodyn,Care Home Service,Adults Without Nursing,Maes Caled,,Dolgellau,LL40 1UG,Gwynedd,01341422975,traceygardener@gwynedd.llyw.cymru,21,Gwynedd Council Adults and Children's Services,15,,3,Rhion Glyn,,,2019-08-16,SIN-00011173-PXNC,52.742151,-3.895482
Cynllun Cysylltu Bywydau,Adult Placement Service,,Gwynedd Council,Swyddfa Ardal Dwyfor,Pwllheli,LL53 5AA,Gwynedd,01758704145,medigriffiths@gwynedd.llyw.cymru,0,Gwynedd Council Adults and Children's Services,15,,19,Mari Jones,,Welsh,2019-08-16,SIN-00011443-CLSV,52.882967,-4.414071
Dolwar  Residential Home,Care Home Service,Adults Without Nursing,Dolwar Residential Home,Llanbedrog,Pwllheli,LL53 7PA,Gwynedd,01758740923,dolwargw@yahoo.co.uk,17,WILLIAMS AND JONES,1,,1,Gwen Williams,,,2018-07-17,SIN-00008700-SFDV,52.858864,-4.492641
DOLWAR RESIDENTIAL HOME,Care Home Service,Adults Without Nursing,Dolwar Residential Home,Llanbedrog,Pwllheli,LL53 7PA,Gwynedd,01758740923,dolwargw@yahoo.co.uK,17,Dolwar Residential Home Ltd,1,15122305,1,Gwen Williams,,,2025-12-19,SIN-00015315-VWXY,52.858864,-4.492641
Gofal Bro Cyf,Domiciliary Support Service,,Gofal Bro Cyf,Y Deri,Caernarfon,LL55 2YS,Gwynedd,01286671614,gofalbro2005@outlook.com,0,Gofal Bro Cyf,1,06761829,1,Margaret Jones,,,2019-03-13,SIN-00009441-YJFG,53.124793,-4.268601
"Gwynedd Domiciliary Care Services - Older People, Supported Living & DERWEN",Domiciliary Support Service,,Cyngor Gwynedd,Stryd Y Jêl,Caernarfon,LL55 1SH,Gwynedd,01286 679003,mariwynnejones@gwynedd.llyw.cymru,0,Gwynedd Council Adults and Children's Services,15,,16,"Mari Jones,Aled Gibbard,Marian Hughes",,,2019-08-16,SIN-00011186-GJNP,53.140255,-4.277206
Gwynfa Lodge Residential Home,Care Home Service,Adults Without Nursing,Gwynfa Lodge Care Home,Bontnewydd,Caernarfon,LL54 7YH,Gwynedd,01286830414,inspirations03@gmail.com,20,Skyline Care Ltd,5,10861664,2,Richard Frimpong,,,2018-06-13,SIN-00016136-VNLF,53.105803,-4.271022
Gwynfa Residential Home,Care Home Service,Adults Without Nursing,Gwynfa Residential Home,North Road,Caernarfon,LL55 1BE,Gwynedd,01286676609,inspirations03@gmail.com,23,Skyline Care Ltd,5,10861664,3,Richard Frimpong,,English,2018-06-13,SIN-00016137-JMVR,53.147082,-4.268579
